Arrest Number,Race,Ethnicity,Sex,Age,Arrest Date,Arrest Time,Arrest Type,UCR Code,Description,F/M,Counts,Location of Arrest,X,Y,District,Beat,Tract
836490,W,H,M,24,11/13/24, 4:34:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,F,1,2700 RAMBLEGATE LN,2020494.189,835023.3131,D2,222,1705
339067,B,N,M,40,7/10/23, 3:30:00PM,Summons/Cited,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,E MAIN ST/S ELM ST,2032622.163,814743.1281,D5,513,1100
309808,B,N,M,48,2/8/19,12:01:00AM,On-View,90Z,UNAUTHORIZED USE OF MOTOR VEHICLE,M,1,4500 NC 55 HWY,2031416.174,784240.1933,D4,421,2027
831373,B,,M,46,4/14/24, 5:13:00AM,Summons/Cited,90G,POSSESSION OF ALCOHOL WHILE OPERATING COMMERCIAL MV,M,1,500 RIGSBEE AVE,2029691.485,818931.5135,D5,512,2200
326638,B,N,M,56,10/20/21,12:37:00PM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,900 EVA ST,2033810.705,816533.3351,D1,113,1001
329395,B,N,M,34,2/25/22, 2:52:00PM,On-View,23F,"B&E-VEHICLE, RR CARS, OTHER MOTOR VEHICLES",F,1,200 S MANGUM ST,2029205.946,816539.1489,D5,512,2300
341086,B,N,M,29,9/20/23, 3:09:00AM,Warrant/OFA,13A,ASSAULT INFLICT SERIOUS INJURY OR AWDW,M,2,200 S MANGUM ST,2029467.7,816262.1585,D5,512,2300
337659,B,N,M,33,6/14/23, 3:33:00PM,On-View,9914,MOTORCYCLE - REQUIRED LIGHTING EQUIPMENT,M,1,N ALSTON AVE/LIBERTY ST,2033759.677,816227.6192,D1,113,1100
336835,B,N,F,27,4/20/23, 1:51:00PM,On-View,35A,MAINTAIN DWELLING/VEH FOR CONTROLLED SUBSTANCE,F,1,HOLLOWAY ST/N MIAMI BLVD,2038779.8,816340.5523,D1,122,1002
836689,W,,M,52,11/27/24, 5:19:00AM,Warrant/OFA,23H,LARCENY AFTER BURGLARY/B&E,F,1,400 CRUTCHFIELD ST,2028229.852,833242.0318,D2,213,102
832522,B,,M,21,4/21/24, 5:00:00AM,Summons/Cited,520,CARRYING CONCEALED WEAPONS,M,1,I885 N/EXIT 12 CHEEK RD RAMP,2040578.434,819487.1789,D1,122,1802
342082,W,H,M,38,12/2/23, 8:07:00PM,On-View,13A,ASSAULT WITH DEADLY WEAPON INFLICTING SERIOUS INJURY,F,1,400 E PILOT ST,2026999.211,806505.6756,D4,412,1304
833054,B,N,M,51,5/30/24, 1:28:00PM,Summons/Cited,23H,LARCENY (MISDEMEANOR),M,1,RENAISSANCE PKWY/NC 751 HWY,2011930.085,782822.8936,D3,324,2021
324813,B,N,M,33,6/11/21, 5:20:00PM,On-View,23H,LARCENY (FELONY),F,1,6900 FAYETTEVILLE RD,2017201.012,784076.4663,D3,324,2021
310634,B,N,M,22,3/8/19, 6:08:00PM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,GUESS RD/LANDIS DR,2020105.456,842597.4217,D2,222,1711
341408,B,N,M,25,10/13/23, 3:32:00PM,Warrant/OFA,290,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,M,1,E MAIN ST/HOOD ST,2031692.804,815530.0793,D5,513,1100
326370,B,N,M,23,9/30/21, 1:11:00PM,Warrant/OFA,290,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,M,1,2800 CREST ST,2017272.994,823441.9793,D3,313,1502
339020,W,H,M,53,7/7/23, 7:52:00PM,On-View,9914,OPERATING VEHICLE ON HIGHWAY WITHOUT REGISTRATION OR EXPIRED,M,1,MAPLEWOOD DR/DEARBORN DR,2038998.233,831656.5424,D2,214,1709
342254,W,H,M,19,12/17/23, 3:46:00AM,On-View,9914,NO OPERATOR LICENSE,M,1,2100 S ROXBORO ST,2025406.669,809100.7971,D4,412,700
328280,B,N,M,51,2/19/22, 3:25:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,1800 HOLLOWAY ST,2038277.145,816085.5376,D1,114,1002
343683,B,,M,38,1/21/24, 6:04:00AM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,3100 ACADEMY RD,2016226.801,807520.5629,D3,314,2015
318818,W,H,M,19,6/22/20, 1:10:00PM,Warrant/OFA,26A,OBTAINING PROPERTY BY FALSE PRETENSES,F,1,2200 GLOVER RD,2038742.129,803838.2757,D4,413,2027
316771,B,N,M,26,1/29/20,10:17:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 SEVEN OAKS RD,2028112.797,844497.9421,D2,224,1708
336584,B,N,M,44,3/30/23, 2:53:00PM,On-View,35A,POSSESS WIT M/S/D CONTROL SUBSTANCE SCHEDULE II,F,1,500 BURLINGTON AVE,2029319.871,807574.0725,D4,412,1303
320385,B,N,M,27,10/15/20, 1:35:00PM,Summons/Cited,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,100 S BUCHANAN BLVD,2025674.901,819766.0198,D5,511,500
834099,W,N,M,41,8/3/24, 4:19:00AM,On-View,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,3400 HILLSBOROUGH RD,2015610.062,826919.7741,D2,221,401
314697,B,N,M,28,10/23/19, 3:08:00PM,On-View,23H,LARCENY (MISDEMEANOR),M,1,1000 THINK PL,2047428.765,767445.9002,,,
308775,W,N,M,77,1/16/19, 9:49:00AM,Summons/Cited,90Z,CITY ORD NOT IN TABLE (MUST SPECIFY CHARGE IN NOTES),M,1,200 BRANDERMILL DR,2022355.498,793721.3088,D3,322,2024
332086,W,H,M,22,8/28/22, 1:04:00AM,Summons/Cited,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,100 S CORCORAN ST,2028516.123,817524.9909,D5,512,2200
836432,B,N,M,18,11/7/24, 2:57:00PM,Summons/Cited,9914,SPEEDING - FAILURE TO REDUCE TO AVOID ACCIDENT,M,1,DURHAM CHAPEL HILL BLVD/GARRETT RD,2006780.715,804864.0062,D3,323,2016
308938,B,N,M,30,1/23/19, 1:56:00PM,On-View,90Z,FALSE IMPRISONMENT (COMMON LAW),M,1,300 LYNN FOREST DR,2029961.156,795734.152,D4,414,2025
339482,B,,M,31,8/10/23, 5:19:00AM,Summons/Cited,220,BREAKING AND ENTERING BUILDING  (MISDEMEANOR),M,1,1500 SEDWICK RD,2028127.066,777332.6643,D4,422,2013
317078,B,N,M,21,2/14/20,10:41:00PM,Summons/Cited,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,E CORNWALLIS RD/BEECHWOOD DR,2025238.896,804743.5567,D4,412,1304
312894,B,N,M,43,8/1/19, 4:00:00PM,On-View,13B,ASSAULT ON FEMALE,M,1,2100 ANGIER AVE,2036342.85,812313.8211,D1,113,1001
321765,W,H,M,47,1/22/21,12:38:00PM,Warrant/OFA,90Z,SEXUAL BATTERY,M,1,200 S MANGUM ST,2029204.844,816527.0203,D5,512,2300
332955,B,N,M,35,10/28/22, 1:56:00AM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,300 S ALSTON AVE,2032465.553,813053.7788,D5,513,1400
316925,B,N,M,33,2/8/20, 3:35:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,1300 E MAIN ST,2033473.781,814091.2595,D1,113,1100
320762,B,N,M,36,11/10/20, 6:10:00PM,Warrant/OFA,11A,SECOND DEGREE FORCIBLE RAPE,F,1,500 W PETTIGREW ST,2027950.753,817505.5688,D5,511,700
836513,B,N,M,32,11/12/24, 3:38:00PM,Warrant/OFA,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,1000 N ALSTON AVE,2033816.448,816974.5404,D1,112,900
324969,B,N,M,31,6/22/21, 4:03:00PM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,1900 JERSEY AVE,2020973.409,814804.0805,D3,312,600
307510,B,N,M,42,10/29/18, 3:28:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,200 S MANGUM ST,2029354.02,816285.7274,D5,522,2300
342550,B,N,M,34,1/12/24, 1:50:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,200 S MANGUM ST,2029472.515,816277.1244,D5,512,2300
339238,W,N,F,64,7/23/23,11:56:00AM,Warrant/OFA,270,EMBEZZLEMENT PROP. REC. BY VIRTUE OF OFFICE/EMPLOYMENT,F,3,600 E MAIN ST,2031289.344,815543.3672,D5,513,1100
327990,B,N,M,33,1/31/22, 2:14:00PM,Summons/Cited,200,SETTING FIRE TO GRASS AND BRUSHLAND AND WOODLANDS,M,1,WASHINGTON ST/W GEER ST,2028638.209,820258.4733,D5,511,2200
835574,B,,F,33,9/6/24,10:10:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,4700 NC 55 HWY,2031415.075,782814.8724,D4,422,2027
331829,B,,M,36,8/10/22, 5:16:00AM,Warrant/OFA,9914,CARELESS AND RECKLESS DRIVING,M,1,S JOYLAND ST/WEDGEDALE AVE,2042891.392,814231.2443,D1,123,1802
834158,B,N,M,54,8/7/24, 1:08:00PM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,2500 ERWIN RD,2016828.98,822195.6667,D3,312,1502
344286,B,N,M,48,3/6/24, 4:34:00AM,Warrant/OFA,90J,TRESPASS (SECOND DEGREE),M,1,500 E MAIN ST,2031138.353,816303.8685,D5,513,1100
319669,W,,M,31,5/22/20, 6:16:00PM,Summons/Cited,23C,SHOPLIFTING,M,1,3700 MT MORIAH RD,2001988.4,800554.5953,D3,323,2018
336418,B,N,M,40,3/16/23, 6:42:00PM,On-View,35A,POSSESS MARIJUANA UP TO 1/2 OZ,F,1,2600 KINGDOM WAY,2037895.051,830761.2234,D2,214,1801
308680,W,N,M,31,1/11/19, 3:26:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,3300 DURHAM CHAPEL HILL BLVD,2016550.552,808761.9974,D3,314,2015
325015,B,N,M,28,6/29/21, 3:36:00AM,On-View,220,BREAKING OR ENTERING BUILDINGS GENERALLY,F,1,600 ARNETTE AVE,2025326.162,817827.2324,D3,312,500
327395,B,N,M,29,12/15/21, 2:56:00AM,On-View,220,BREAKING AND ENTERING BUILDING  (MISDEMEANOR),M,1,1100 S HOOVER RD,2038387.031,811528.2304,D1,114,1001
318410,W,H,M,22,5/24/20, 3:09:00PM,On-View,290,INJURY TO PERSONAL PROPERTY,M,1,2900 CHAPEL HILL RD,2018051.807,808149.2109,D3,314,2015
334313,B,N,M,19,1/18/23, 8:50:00PM,On-View,120,COMMON LAW ROBBERY,F,1,500 W PETTIGREW ST,2027906.163,817431.6528,D5,511,700
314417,W,N,M,41,10/11/19, 1:26:00AM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,1100 N MIAMI BLVD,2038225.302,816860.9592,D1,112,1002
317853,B,N,F,27,4/16/20,11:24:00PM,Summons/Cited,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,1600 HOLLOWAY ST,2037415.267,816586.9171,D1,113,1002
328115,B,N,M,43,2/9/22, 2:43:00AM,On-View,280,POSSESSING STOLEN GOODS,F,1,1200 MORELAND AVE,2023340.536,814364.7032,D3,311,500
836902,W,H,M,44,12/12/24, 6:51:00PM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,DURHAM CHAPEL HILL BLVD/WESTGATE DR,2011508.467,807432.6677,D3,314,2015
344648,A,,M,22,4/2/24, 6:12:00PM,Warrant/OFA,13C,STALKING,F,1,200 S MANGUM ST,2029472.789,816372.3369,D5,512,2300
330959,B,N,M,27,6/12/22, 1:14:00PM,Warrant/OFA,290,INJURY TO PERSONAL PROPERTY,M,1,1100 UNIVERSITY DR,2026843.207,813483.0005,D4,411,700
308556,B,N,M,49,1/4/19, 8:13:00PM,Summons/Cited,23H,LARCENY (MISDEMEANOR),M,1,MACON ST/WASHINGTON ST,2029724.733,822215.7564,D2,212,302
835843,B,N,M,37,9/29/24, 7:30:00AM,Warrant/OFA,23H,LARCENY (FELONY),F,1,3700 MT MORIAH RD,2001989.364,800654.5057,D3,323,2018
341189,W,H,M,26,9/27/23,10:45:00PM,On-View,13C,COMMUNICATING THREATS,M,1,2900 CHAPEL HILL RD,2018104.481,808232.5629,D3,314,2015
330836,W,N,M,21,6/2/22, 4:20:00PM,On-View,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,POTTER ST/MATHISON ST,2032621.072,811545.2161,D4,413,1400
315733,B,N,M,57,12/12/19,11:43:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,200 S MANGUM ST,2029382.613,816261.8415,D5,512,2300
336298,B,N,F,40,3/14/23, 4:14:00PM,Warrant/OFA,23H,LARCENY (FELONY),F,1,ANGIER AVE/S HOLMAN ST,2033272.049,813690.5813,D1,113,1100
339005,B,N,F,34,7/7/23,11:28:00AM,Warrant/OFA,90Z,INTERFERING WITH EMERGENCY COMMUNICATION,M,1,1100 DAYTON ST,2032384.986,809297.3251,D4,413,1400
327346,B,,M,40,12/11/21, 3:25:00AM,Summons/Cited,9914,ALTERATION  DISGUISE OR CONCEALMENT OF NUMBERS,M,1,BURLINGTON AVE/LINCOLN ST,2030611.06,807780.9293,D4,412,1303
315988,B,N,M,19,12/25/19,10:06:00AM,Warrant/OFA,13A,DISCHARING FIREARM INTO OCCUPIED PROPERTY,F,1,0 FLATFORD CT,2045199.198,825579.8638,D1,121,1801
319296,B,,M,50,7/28/20, 1:32:00AM,On-View,120,COMMON LAW ROBBERY,F,1,1300 HILL ST,2026442.002,814134.2823,D3,311,700
